Symbol,Comms,Swaps,PL,Largest_Win,Avg_Lot,Max_Lot,Unique_Logins,Win_Count,Win_Amt,Loss_Count,Loss_Amt,Trade_Count,Sweep_Count,Hold_Time_60s,Win_Hold,Loss_Hold,Win_Percent,LPFlags,Recommendation_Reason
GBPCAD.c,-639.1999999999999,-27.67,-3553.84,1013.96,1.16,20.0,43,44,3085.29,67,-6639.13,220,25,589.97,449.21,630.54,40.0,,loss>70%win
CADJPY.c,-725.5,-131.54,8610.1,3649.29,1.38,8.12,34,46,17677.05,63,-9066.95,215,39,420.85,419.75,250.27,42.0,sweep,meets_all
GBPNZD.c,-626.5,-5.63,989.84,1233.74,1.22,10.0,28,45,9033.73,58,-8043.89,205,38,757.04,317.06,646.64,44.0,sweep,loss>70%win
HK50.c,-76.0,-1.92,-1133.21,336.49,0.15,1.0,7,50,1287.62,52,-2420.83,205,31,370.05,545.06,300.91,49.0,sweep,loss>70%win
EURCAD.c,-298.95,-49.7,-3015.5,204.83,0.61,20.0,35,30,1356.63,69,-4372.13,197,32,1068.01,2316.02,1294.59,30.0,sweep,loss>70%win
CHFJPY.c,-259.9,-4.55,171.09,816.34,0.55,6.0,24,45,2009.1100000000001,46,-1838.02,187,55,176.15,108.61,133.68,49.0,sweep,loss>70%win
NZDJPY.c,-607.95,-159.77,-1821.57,1382.56,1.35,8.5,34,44,5156.08,44,-6977.65,176,10,844.01,1491.49,319.82,50.0,,loss>70%win
GBPCHF.c,-297.9,27.44000000000001,-515.53,1412.68,0.74,7.18,35,32,2899.5,51,-3415.0299999999997,162,32,968.63,94.74,371.21,39.0,sweep,loss>70%win
EURNZD.c,-210.45,-34.45,2453.9,1101.52,0.52,4.0,33,49,3965.53,29,-1511.63,160,27,576.33,404.37,351.84,63.0,sweep,meets_all
CADCHF.c,-436.15000000000003,-246.78,2147.41,1524.05,1.13,9.32,19,38,7315.84,40,-5168.43,154,21,733.23,398.42,1212.68,49.0,,loss>70%win
AUDNZD.c,-695.35,-702.13,-16293.69,525.65,2.03,24.36,23,17,1498.76,53,-17792.45,137,27,2319.41,1598.91,3038.07,24.0,sweep,loss>70%win
EU50.c,-109.0,0.0,-3366.99,830.67,0.33,5.0,2,15,1612.48,51,-4979.47,132,17,12.99,10.69,4.3,23.0,,loss>70%win
NZDCAD.c,-387.0,-26.92,838.0,1090.74,1.33,14.94,23,21,3406.3199999999997,36,-2568.32,116,13,1126.14,899.71,122.55,37.0,,loss>70%win
ETHUSD,-982.5,-64.58,-6361.36,651.0,3.89,24.0,24,17,2348.94,34,-8710.3,101,14,659.89,1126.08,532.94,33.0,,loss>70%win
BRENT.c,-76.9,-9.24,555.52,724.28,0.32,0.85,7,29,5640.900000000001,18,-5085.38,97,4,466.82,331.51,279.04,62.0,,loss>70%win
AUDCHF.c,-178.5,0.19000000000000006,530.75,848.84,0.85,10.0,19,12,1562.58,31,-1031.83,84,14,381.67,313.85,291.59,28.0,sweep,meets_all
NZDCHF.c,-97.95,0.4000000000000002,327.78,318.78,0.47,6.64,15,20,734.89,23,-407.11,84,12,518.21,386.23,374.16,47.0,,meets_all
CHI50.c,-245.1,0.0,-9427.64,900.0,1.17,3.0,2,20,7139.36,22,-16567.0,84,54,79.98,104.46,159.61,48.0,sweep,loss>70%win
UK100.c,-191.35,0.0,-1910.0,658.55,1.08,8.41,8,18,1085.83,18,-2995.83,71,23,37.89,18.02,13.8,50.0,sweep,loss>70%win
AUS200.c,-69.1,21.47,-245.34,769.1,0.67,1.0,5,8,2587.74,9,-2833.08,37,9,1869.47,1804.56,2168.05,47.0,sweep,loss>70%win
ESP35.c,-14.7,0.0,-253.35,84.49,0.23,1.0,3,3,93.81,10,-347.15999999999997,26,6,39.15,20.93,132.81,23.0,sweep,loss>70%win
US2000.c,-26.65,-0.26,-1184.45,8.65,0.53,2.48,5,3,19.55,7,-1204.0,20,1,206.37,526.25,92.15,30.0,,loss>70%win
USDMXN.c,-7.6,0.0,-224.03,10.39,0.19,0.5,4,2,14.43,6,-238.45999999999998,16,2,140.47,0.0,0.0,25.0,,loss>70%win
ADAUSD,-43.5,0.0,166.36,168.05,2.9,8.5,3,1,168.05,2,-1.69,6,0,55.66,164.73,2.05,33.0,,meets_all
LTCUSD,-1.0,0.0,-0.65,0.0,0.1,0.1,2,0,0.0,2,-0.6499999999999999,4,0,89.41,0.0,0.0,0.0,,"low_win%,loss>70%win"
USDSEK.c,-0.55,0.0,-22.99,0.0,0.06,0.1,2,0,0.0,2,-22.990000000000002,4,0,0.55,0.0,0.0,0.0,,"low_win%,loss>70%win"
HKCH50.c,-0.05,0.0,-0.2,0.0,0.01,0.01,1,0,0.0,1,-0.2,2,0,0.58,0.0,0.58,0.0,,"low_trades,low_win%,loss>70%win"
USDNOK.c,-0.05,0.0,-2.14,0.0,0.01,0.01,1,0,0.0,1,-2.14,2,0,0.18,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
IT40.c,-2.0,0.0,-58.79,0.0,0.4,0.4,1,0,0.0,1,-58.79,2,0,0.07,0.0,0.0,0.0,,"low_trades,low_win%,loss>70%win"
